YEAR_MONTH,SIDO,TARGET_COUNT,TEMP_AVG,TEMP_MAX,HUMIDITY,RAIN,THI,CPI_AGRI,CPI_TOTAL,RESTAURANT_DENSITY,VIOLATION_RATE,TARGET
2025-02,경상남도,23.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,67454,0.3409731075992528,1
2025-02,경기도,13.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,183285,0.07092779005374145,0
2025-02,부산광역시,32.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,55922,0.5722255999427774,1
2025-02,인천광역시,18.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,41726,0.4313857067535829,1
2025-02,서울특별시,16.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,138619,0.11542429248515716,0
2025-02,광주광역시,1.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,22065,0.04532064355313845,0
2025-02,경상북도,11.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,54980,0.2000727537286286,1
2025-02,충청남도,1.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,42097,0.02375466185238853,0
2025-02,충청북도,0.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,31440,0.0,0
2025-02,전북특별자치도,0.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,31373,0.0,0
2025-02,전라남도,1.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,37127,0.026934575915102215,0
2025-02,세종특별자치시,2.0,-0.10222297748070941,20.3,56.439862237800384,20.790721649484535,38.141470081779424,127.19,116.08,4829,0.4141644232760406,1
2025-03,대전광역시,2.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,23164,0.08634087376964256,0
2025-03,강원특별자치도,5.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,43926,0.11382780130219006,0
2025-03,대구광역시,10.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,37976,0.26332420476090157,1
2025-03,제주특별자치도,1.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,24251,0.04123541297266092,0
2025-03,울산광역시,0.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,19964,0.0,0
2025-03,경상남도,25.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,67454,0.37062294304266613,1
2025-03,경기도,20.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,183285,0.10911967700575606,0
2025-03,부산광역시,7.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,55922,0.12517434998748259,0
2025-03,인천광역시,1.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,41726,0.02396587259742127,0
2025-03,서울특별시,13.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,138619,0.09378223764419019,0
2025-03,광주광역시,4.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,22065,0.1812825742125538,1
2025-03,경상북도,3.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,54980,0.05456529647144416,0
2025-03,충청남도,45.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,42097,1.068959783357484,1
2025-03,충청북도,0.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,31440,0.0,0
2025-03,전북특별자치도,10.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,31373,0.31874541803461576,1
2025-03,전라남도,1.0,7.7331666112404385,29.6,61.12064092596203,48.99690721649484,48.30477583011704,127.72,116.29,37127,0.026934575915102215,0
